,crystal,det_no,energy,rotation,tilt,filename,ql_mean,ql_abs_uncert,tof_mean,tof_abs_uncert,qs_mean,qs_abs_uncert,counts,rot_order
552,cpvert,10,11,25,30,cpvert_11MeV_30tilt_25rot_det10.npy,0.2858,0.0031,15.9438,0.0371,0.1641,0.0019,189.0,7
624,cpvert,10,11,35,30,cpvert_11MeV_30tilt_35rot_det10.npy,0.3006,0.0036,15.8704,0.0429,0.1728,0.0022,151.0,8
636,cpvert,10,11,45,30,cpvert_11MeV_30tilt_45rot_det10.npy,0.2914,0.0033,15.8042,0.0393,0.1687,0.002,185.0,9
648,cpvert,10,11,55,30,cpvert_11MeV_30tilt_55rot_det10.npy,0.2997,0.0035,15.7532,0.04,0.1722,0.0021,172.0,10
672,cpvert,10,11,65,30,cpvert_11MeV_30tilt_65rot_det10.npy,0.2955,0.0035,15.8495,0.0399,0.17,0.0021,196.0,11
684,cpvert,10,11,75,30,cpvert_11MeV_30tilt_75rot_det10.npy,0.2937,0.0034,15.7724,0.0366,0.1685,0.0021,188.0,12
696,cpvert,10,11,85,30,cpvert_11MeV_30tilt_85rot_det10.npy,0.292,0.0036,15.867,0.0373,0.1673,0.0022,159.0,13
708,cpvert,10,11,95,30,cpvert_11MeV_30tilt_95rot_det10.npy,0.2798,0.0033,15.9103,0.0365,0.161,0.002,223.0,14
480,cpvert,10,11,105,30,cpvert_11MeV_30tilt_105rot_det10.npy,0.2818,0.0033,15.8391,0.0376,0.1611,0.002,179.0,15
492,cpvert,10,11,115,30,cpvert_11MeV_30tilt_115rot_det10.npy,0.2862,0.0034,15.8964,0.0381,0.1634,0.0019,188.0,16
504,cpvert,10,11,125,30,cpvert_11MeV_30tilt_125rot_det10.npy,0.2765,0.0034,15.9399,0.0381,0.1588,0.002,200.0,17
516,cpvert,10,11,135,30,cpvert_11MeV_30tilt_135rot_det10.npy,0.2662,0.0033,15.8734,0.0369,0.1518,0.0019,193.0,18
528,cpvert,10,11,145,30,cpvert_11MeV_30tilt_145rot_det10.npy,0.2661,0.0033,15.9542,0.041,0.1534,0.002,177.0,19
565,cpvert,11,11,315,30,cpvert_11MeV_30tilt_315rot_det11.npy,0.8628,0.0064,20.14,0.0316,0.5267,0.0044,162.0,0
577,cpvert,11,11,325,30,cpvert_11MeV_30tilt_325rot_det11.npy,0.86,0.0071,20.0826,0.0348,0.5246,0.0048,142.0,1
589,cpvert,11,11,335,30,cpvert_11MeV_30tilt_335rot_det11.npy,0.8417,0.007,20.0884,0.0321,0.5108,0.0047,164.0,2
601,cpvert,11,11,345,30,cpvert_11MeV_30tilt_345rot_det11.npy,0.862,0.0076,20.0744,0.0322,0.5278,0.0052,154.0,3
613,cpvert,11,11,355,30,cpvert_11MeV_30tilt_355rot_det11.npy,0.8697,0.0063,20.0931,0.0293,0.5324,0.0042,181.0,4
661,cpvert,11,11,5,30,cpvert_11MeV_30tilt_5rot_det11.npy,0.8625,0.007,20.1146,0.0309,0.5285,0.0047,164.0,5
541,cpvert,11,11,15,30,cpvert_11MeV_30tilt_15rot_det11.npy,0.8694,0.007,20.0794,0.0353,0.5357,0.0048,155.0,6
553,cpvert,11,11,25,30,cpvert_11MeV_30tilt_25rot_det11.npy,0.8955,0.0058,20.0485,0.0313,0.5487,0.0039,152.0,7
625,cpvert,11,11,35,30,cpvert_11MeV_30tilt_35rot_det11.npy,0.8684,0.0071,20.0598,0.0327,0.5323,0.0046,145.0,8
637,cpvert,11,11,45,30,cpvert_11MeV_30tilt_45rot_det11.npy,0.9345,0.006,20.0139,0.0352,0.571,0.0042,137.0,9
649,cpvert,11,11,55,30,cpvert_11MeV_30tilt_55rot_det11.npy,0.886,0.0063,19.969,0.0307,0.5386,0.0042,175.0,10
673,cpvert,11,11,65,30,cpvert_11MeV_30tilt_65rot_det11.npy,0.8982,0.0078,19.9541,0.032,0.5439,0.0053,164.0,11
685,cpvert,11,11,75,30,cpvert_11MeV_30tilt_75rot_det11.npy,0.8997,0.0066,19.9336,0.0295,0.5455,0.0045,167.0,12
697,cpvert,11,11,85,30,cpvert_11MeV_30tilt_85rot_det11.npy,0.9084,0.0073,19.9453,0.0325,0.5492,0.0049,152.0,13
709,cpvert,11,11,95,30,cpvert_11MeV_30tilt_95rot_det11.npy,0.8864,0.0083,19.8994,0.0363,0.5361,0.0055,153.0,14
481,cpvert,11,11,105,30,cpvert_11MeV_30tilt_105rot_det11.npy,0.8588,0.0067,19.9567,0.032,0.5203,0.0045,171.0,15
493,cpvert,11,11,115,30,cpvert_11MeV_30tilt_115rot_det11.npy,0.8489,0.0076,19.9241,0.0344,0.5162,0.005,151.0,16
505,cpvert,11,11,125,30,cpvert_11MeV_30tilt_125rot_det11.npy,0.8205,0.0067,20.0002,0.0296,0.5003,0.0046,183.0,17
517,cpvert,11,11,135,30,cpvert_11MeV_30tilt_135rot_det11.npy,0.8502,0.0056,20.0525,0.0301,0.5174,0.0039,142.0,18
529,cpvert,11,11,145,30,cpvert_11MeV_30tilt_145rot_det11.npy,0.8246,0.0068,20.0658,0.033,0.5021,0.0046,162.0,19
566,cpvert,12,11,315,30,cpvert_11MeV_30tilt_315rot_det12.npy,1.7879,0.0095,19.1768,0.0404,1.1577,0.0069,189.0,0
578,cpvert,12,11,325,30,cpvert_11MeV_30tilt_325rot_det12.npy,1.7884,0.0092,19.307,0.0402,1.1562,0.0068,218.0,1
590,cpvert,12,11,335,30,cpvert_11MeV_30tilt_335rot_det12.npy,1.7629,0.0095,19.1426,0.0387,1.1424,0.007,196.0,2
602,cpvert,12,11,345,30,cpvert_11MeV_30tilt_345rot_det12.npy,1.7713,0.0096,19.188,0.0424,1.1504,0.0073,167.0,3
614,cpvert,12,11,355,30,cpvert_11MeV_30tilt_355rot_det12.npy,1.7596,0.0094,19.2602,0.04,1.1423,0.0069,215.0,4
662,cpvert,12,11,5,30,cpvert_11MeV_30tilt_5rot_det12.npy,1.7537,0.0096,19.1986,0.0396,1.1359,0.0072,189.0,5
542,cpvert,12,11,15,30,cpvert_11MeV_30tilt_15rot_det12.npy,1.7734,0.0094,19.2402,0.0451,1.1518,0.0069,165.0,6
554,cpvert,12,11,25,30,cpvert_11MeV_30tilt_25rot_det12.npy,1.791,0.01,19.1331,0.046,1.162,0.0074,185.0,7
626,cpvert,12,11,35,30,cpvert_11MeV_30tilt_35rot_det12.npy,1.7874,0.0105,19.0861,0.0427,1.1628,0.0078,184.0,8
638,cpvert,12,11,45,30,cpvert_11MeV_30tilt_45rot_det12.npy,1.8276,0.0105,19.1711,0.0501,1.1825,0.0076,172.0,9
650,cpvert,12,11,55,30,cpvert_11MeV_30tilt_55rot_det12.npy,1.8321,0.0088,19.0377,0.0388,1.1812,0.0065,203.0,10
674,cpvert,12,11,65,30,cpvert_11MeV_30tilt_65rot_det12.npy,1.8476,0.0113,19.1077,0.0414,1.1871,0.0082,191.0,11
686,cpvert,12,11,75,30,cpvert_11MeV_30tilt_75rot_det12.npy,1.8423,0.0104,19.013,0.0438,1.1741,0.0074,190.0,12
698,cpvert,12,11,85,30,cpvert_11MeV_30tilt_85rot_det12.npy,1.8627,0.0119,18.9826,0.0501,1.1862,0.0083,138.0,13
710,cpvert,12,11,95,30,cpvert_11MeV_30tilt_95rot_det12.npy,1.8501,0.0109,19.0393,0.0436,1.1743,0.0073,191.0,14
482,cpvert,12,11,105,30,cpvert_11MeV_30tilt_105rot_det12.npy,1.8166,0.0106,18.9999,0.0391,1.1573,0.0073,193.0,15
494,cpvert,12,11,115,30,cpvert_11MeV_30tilt_115rot_det12.npy,1.7821,0.0097,19.0212,0.0399,1.1434,0.0069,192.0,16
506,cpvert,12,11,125,30,cpvert_11MeV_30tilt_125rot_det12.npy,1.7578,0.009,19.1114,0.0421,1.1328,0.0062,224.0,17
518,cpvert,12,11,135,30,cpvert_11MeV_30tilt_135rot_det12.npy,1.7315,0.0099,19.0549,0.0445,1.1151,0.007,193.0,18
530,cpvert,12,11,145,30,cpvert_11MeV_30tilt_145rot_det12.npy,1.7133,0.009,19.0597,0.0399,1.1092,0.0066,214.0,19
567,cpvert,13,11,315,30,cpvert_11MeV_30tilt_315rot_det13.npy,2.9279,0.013,22.3361,0.0512,1.9532,0.0093,138.0,0
579,cpvert,13,11,325,30,cpvert_11MeV_30tilt_325rot_det13.npy,2.8802,0.0132,22.3319,0.054,1.9401,0.0099,156.0,1
591,cpvert,13,11,335,30,cpvert_11MeV_30tilt_335rot_det13.npy,2.8511,0.0141,22.3115,0.058,1.9235,0.0108,125.0,2
603,cpvert,13,11,345,30,cpvert_11MeV_30tilt_345rot_det13.npy,2.826,0.0118,22.2813,0.0532,1.9111,0.0092,159.0,3
615,cpvert,13,11,355,30,cpvert_11MeV_30tilt_355rot_det13.npy,2.8207,0.013,22.3026,0.0571,1.9004,0.0094,137.0,4
663,cpvert,13,11,5,30,cpvert_11MeV_30tilt_5rot_det13.npy,2.8487,0.0123,22.442,0.0513,1.919,0.009,144.0,5
543,cpvert,13,11,15,30,cpvert_11MeV_30tilt_15rot_det13.npy,2.8313,0.0102,22.2573,0.0516,1.9089,0.0078,167.0,6
555,cpvert,13,11,25,30,cpvert_11MeV_30tilt_25rot_det13.npy,2.872,0.0111,22.3258,0.0473,1.9379,0.0087,162.0,7
627,cpvert,13,11,35,30,cpvert_11MeV_30tilt_35rot_det13.npy,2.8906,0.011,22.2501,0.0487,1.9494,0.0086,161.0,8
639,cpvert,13,11,45,30,cpvert_11MeV_30tilt_45rot_det13.npy,2.901,0.0128,22.1875,0.0514,1.9413,0.0095,145.0,9
651,cpvert,13,11,55,30,cpvert_11MeV_30tilt_55rot_det13.npy,2.9012,0.0138,22.2042,0.0459,1.9477,0.0103,191.0,10
675,cpvert,13,11,65,30,cpvert_11MeV_30tilt_65rot_det13.npy,2.9774,0.0117,22.1233,0.0529,1.9827,0.0094,138.0,11
687,cpvert,13,11,75,30,cpvert_11MeV_30tilt_75rot_det13.npy,2.9715,0.0124,22.0667,0.0521,1.9704,0.0097,177.0,12
699,cpvert,13,11,85,30,cpvert_11MeV_30tilt_85rot_det13.npy,3.0173,0.0116,22.1165,0.0532,1.9968,0.009,159.0,13
711,cpvert,13,11,95,30,cpvert_11MeV_30tilt_95rot_det13.npy,3.0109,0.0123,22.1974,0.0532,1.99,0.0092,162.0,14
483,cpvert,13,11,105,30,cpvert_11MeV_30tilt_105rot_det13.npy,2.9994,0.0135,22.0064,0.0559,1.9825,0.0098,145.0,15
495,cpvert,13,11,115,30,cpvert_11MeV_30tilt_115rot_det13.npy,2.9603,0.0155,22.0533,0.0574,1.9581,0.0113,134.0,16
507,cpvert,13,11,125,30,cpvert_11MeV_30tilt_125rot_det13.npy,2.9058,0.0125,22.0532,0.0505,1.9388,0.0092,177.0,17
519,cpvert,13,11,135,30,cpvert_11MeV_30tilt_135rot_det13.npy,2.8527,0.013,22.1219,0.0505,1.9094,0.01,175.0,18
531,cpvert,13,11,145,30,cpvert_11MeV_30tilt_145rot_det13.npy,2.8016,0.0126,22.0538,0.0498,1.878,0.01,148.0,19
568,cpvert,14,11,315,30,cpvert_11MeV_30tilt_315rot_det14.npy,4.1467,0.0153,27.2037,0.1151,2.8292,0.0128,124.0,0
580,cpvert,14,11,325,30,cpvert_11MeV_30tilt_325rot_det14.npy,4.0985,0.0139,27.4447,0.1041,2.8084,0.0113,129.0,1
592,cpvert,14,11,335,30,cpvert_11MeV_30tilt_335rot_det14.npy,4.0443,0.0139,27.2229,0.1134,2.789,0.0111,123.0,2
604,cpvert,14,11,345,30,cpvert_11MeV_30tilt_345rot_det14.npy,4.0304,0.0155,27.2747,0.1116,2.7794,0.0128,116.0,3
616,cpvert,14,11,355,30,cpvert_11MeV_30tilt_355rot_det14.npy,3.9547,0.0168,27.2073,0.1021,2.7286,0.0125,120.0,4
664,cpvert,14,11,5,30,cpvert_11MeV_30tilt_5rot_det14.npy,3.959,0.0132,27.3046,0.1013,2.741,0.0113,139.0,5
544,cpvert,14,11,15,30,cpvert_11MeV_30tilt_15rot_det14.npy,3.9659,0.0135,27.1396,0.1071,2.7441,0.0113,140.0,6
556,cpvert,14,11,25,30,cpvert_11MeV_30tilt_25rot_det14.npy,3.9857,0.0132,27.2096,0.1008,2.7627,0.0109,144.0,7
628,cpvert,14,11,35,30,cpvert_11MeV_30tilt_35rot_det14.npy,3.9942,0.015,27.0252,0.1124,2.7647,0.0118,125.0,8
640,cpvert,14,11,45,30,cpvert_11MeV_30tilt_45rot_det14.npy,4.053,0.0127,27.1718,0.1136,2.8124,0.0106,127.0,9
652,cpvert,14,11,55,30,cpvert_11MeV_30tilt_55rot_det14.npy,4.1001,0.0126,27.1103,0.0999,2.8317,0.0109,149.0,10
676,cpvert,14,11,65,30,cpvert_11MeV_30tilt_65rot_det14.npy,4.1049,0.0151,26.9837,0.1073,2.8358,0.0126,126.0,11
688,cpvert,14,11,75,30,cpvert_11MeV_30tilt_75rot_det14.npy,4.1782,0.0147,26.9362,0.1258,2.8573,0.0133,116.0,12
700,cpvert,14,11,85,30,cpvert_11MeV_30tilt_85rot_det14.npy,4.1961,0.0165,26.8632,0.1122,2.8522,0.0128,124.0,13
712,cpvert,14,11,95,30,cpvert_11MeV_30tilt_95rot_det14.npy,4.2315,0.0131,26.8478,0.1062,2.8565,0.0105,140.0,14
484,cpvert,14,11,105,30,cpvert_11MeV_30tilt_105rot_det14.npy,4.2035,0.015,26.8462,0.1126,2.839,0.0117,132.0,15
496,cpvert,14,11,115,30,cpvert_11MeV_30tilt_115rot_det14.npy,4.1863,0.014,26.7555,0.0953,2.8377,0.0109,158.0,16
508,cpvert,14,11,125,30,cpvert_11MeV_30tilt_125rot_det14.npy,4.1015,0.0168,26.8748,0.1075,2.7823,0.0133,137.0,17
520,cpvert,14,11,135,30,cpvert_11MeV_30tilt_135rot_det14.npy,4.0915,0.013,27.004,0.1045,2.7987,0.0112,136.0,18
532,cpvert,14,11,145,30,cpvert_11MeV_30tilt_145rot_det14.npy,3.9821,0.0157,26.6984,0.1074,2.729,0.0132,137.0,19
569,cpvert,15,11,315,30,cpvert_11MeV_30tilt_315rot_det15.npy,5.23,0.0182,42.3786,0.2567,3.5982,0.0154,98.0,0
581,cpvert,15,11,325,30,cpvert_11MeV_30tilt_325rot_det15.npy,5.1916,0.0231,42.5067,0.3354,3.5892,0.0199,50.0,1
593,cpvert,15,11,335,30,cpvert_11MeV_30tilt_335rot_det15.npy,5.0825,0.021,42.4509,0.3309,3.538,0.0172,66.0,2
605,cpvert,15,11,345,30,cpvert_11MeV_30tilt_345rot_det15.npy,5.0272,0.0185,42.2498,0.3402,3.5089,0.0156,68.0,3
617,cpvert,15,11,355,30,cpvert_11MeV_30tilt_355rot_det15.npy,5.0015,0.0158,42.024,0.3025,3.4827,0.016,70.0,4
665,cpvert,15,11,5,30,cpvert_11MeV_30tilt_5rot_det15.npy,4.9782,0.0205,42.67,0.3333,3.5018,0.018,65.0,5
545,cpvert,15,11,15,30,cpvert_11MeV_30tilt_15rot_det15.npy,4.9452,0.0167,42.2,0.245,3.4558,0.0151,80.0,6
557,cpvert,15,11,25,30,cpvert_11MeV_30tilt_25rot_det15.npy,4.9395,0.0184,42.0046,0.2824,3.4897,0.0155,85.0,7
629,cpvert,15,11,35,30,cpvert_11MeV_30tilt_35rot_det15.npy,5.0034,0.0159,42.4687,0.3634,3.5137,0.015,62.0,8
641,cpvert,15,11,45,30,cpvert_11MeV_30tilt_45rot_det15.npy,5.007,0.0173,41.5179,0.2973,3.5074,0.0158,79.0,9
653,cpvert,15,11,55,30,cpvert_11MeV_30tilt_55rot_det15.npy,5.0206,0.0164,41.6571,0.2742,3.5358,0.0162,78.0,10
677,cpvert,15,11,65,30,cpvert_11MeV_30tilt_65rot_det15.npy,5.0585,0.0167,42.1675,0.3164,3.538,0.0166,74.0,11
689,cpvert,15,11,75,30,cpvert_11MeV_30tilt_75rot_det15.npy,5.106,0.0188,42.0153,0.3165,3.5591,0.0159,76.0,12
701,cpvert,15,11,85,30,cpvert_11MeV_30tilt_85rot_det15.npy,5.1665,0.0155,42.0168,0.2638,3.569,0.0139,87.0,13
713,cpvert,15,11,95,30,cpvert_11MeV_30tilt_95rot_det15.npy,5.1895,0.0146,41.4178,0.272,3.5878,0.0133,101.0,14
485,cpvert,15,11,105,30,cpvert_11MeV_30tilt_105rot_det15.npy,5.237,0.0155,41.5353,0.2801,3.5996,0.0147,92.0,15
497,cpvert,15,11,115,30,cpvert_11MeV_30tilt_115rot_det15.npy,5.2537,0.0175,41.521,0.2642,3.5975,0.0153,91.0,16
509,cpvert,15,11,125,30,cpvert_11MeV_30tilt_125rot_det15.npy,5.2341,0.0145,41.5003,0.2374,3.5832,0.0135,98.0,17
521,cpvert,15,11,135,30,cpvert_11MeV_30tilt_135rot_det15.npy,5.2015,0.0143,41.8778,0.2716,3.5901,0.0138,83.0,18
533,cpvert,15,11,145,30,cpvert_11MeV_30tilt_145rot_det15.npy,5.1063,0.0153,41.6642,0.3076,3.5354,0.0133,77.0,19
1050,cpvert,4,11,315,-30,cpvert_11MeV_neg30tilt_315rot_det4.npy,5.2017,0.0169,40.4699,0.3001,3.5879,0.0159,71.0,0
1062,cpvert,4,11,325,-30,cpvert_11MeV_neg30tilt_325rot_det4.npy,5.2401,0.0148,39.8816,0.2596,3.5888,0.0135,88.0,1
1074,cpvert,4,11,335,-30,cpvert_11MeV_neg30tilt_335rot_det4.npy,5.1984,0.0209,39.5748,0.29,3.5579,0.0177,88.0,2
1086,cpvert,4,11,345,-30,cpvert_11MeV_neg30tilt_345rot_det4.npy,5.2603,0.017,40.5272,0.3139,3.6298,0.0146,73.0,3
1098,cpvert,4,11,355,-30,cpvert_11MeV_neg30tilt_355rot_det4.npy,5.1904,0.0198,40.2381,0.2905,3.5952,0.0169,78.0,4
1146,cpvert,4,11,5,-30,cpvert_11MeV_neg30tilt_5rot_det4.npy,5.1352,0.0176,40.5535,0.2856,3.5688,0.015,77.0,5
1026,cpvert,4,11,15,-30,cpvert_11MeV_neg30tilt_15rot_det4.npy,5.0935,0.0183,40.7437,0.27,3.5646,0.0141,90.0,6
1038,cpvert,4,11,25,-30,cpvert_11MeV_neg30tilt_25rot_det4.npy,5.0426,0.0153,40.2679,0.2606,3.5212,0.0132,80.0,7
1110,cpvert,4,11,35,-30,cpvert_11MeV_neg30tilt_35rot_det4.npy,4.9732,0.0177,40.5548,0.2988,3.4974,0.0146,91.0,8
1122,cpvert,4,11,45,-30,cpvert_11MeV_neg30tilt_45rot_det4.npy,4.9496,0.0174,40.5074,0.3261,3.4786,0.0178,70.0,9
1134,cpvert,4,11,55,-30,cpvert_11MeV_neg30tilt_55rot_det4.npy,4.9362,0.0192,40.7623,0.2681,3.4721,0.0167,79.0,10
1158,cpvert,4,11,65,-30,cpvert_11MeV_neg30tilt_65rot_det4.npy,4.9296,0.0211,41.3551,0.3412,3.4823,0.0173,71.0,11
1170,cpvert,4,11,75,-30,cpvert_11MeV_neg30tilt_75rot_det4.npy,4.8786,0.018,40.5091,0.3052,3.4362,0.0155,71.0,12
1182,cpvert,4,11,85,-30,cpvert_11MeV_neg30tilt_85rot_det4.npy,4.8819,0.0232,40.5372,0.2962,3.4563,0.0186,63.0,13
1194,cpvert,4,11,95,-30,cpvert_11MeV_neg30tilt_95rot_det4.npy,4.9098,0.0156,40.1598,0.2867,3.4356,0.015,70.0,14
966,cpvert,4,11,105,-30,cpvert_11MeV_neg30tilt_105rot_det4.npy,4.9823,0.0122,40.6053,0.1806,3.4941,0.0102,206.0,15
978,cpvert,4,11,115,-30,cpvert_11MeV_neg30tilt_115rot_det4.npy,5.0629,0.0183,40.9872,0.3286,3.5197,0.0158,71.0,16
990,cpvert,4,11,125,-30,cpvert_11MeV_neg30tilt_125rot_det4.npy,5.1349,0.0161,41.0702,0.2825,3.5534,0.0124,70.0,17
1002,cpvert,4,11,135,-30,cpvert_11MeV_neg30tilt_135rot_det4.npy,5.2044,0.0174,40.5023,0.2632,3.588,0.0182,62.0,18
1014,cpvert,4,11,145,-30,cpvert_11MeV_neg30tilt_145rot_det4.npy,5.2114,0.0175,40.0952,0.3003,3.5794,0.0167,77.0,19
1051,cpvert,5,11,315,-30,cpvert_11MeV_neg30tilt_315rot_det5.npy,4.114,0.0162,24.9068,0.111,2.8059,0.0125,139.0,0
1063,cpvert,5,11,325,-30,cpvert_11MeV_neg30tilt_325rot_det5.npy,4.185,0.0144,25.0522,0.1037,2.8563,0.0117,123.0,1
1075,cpvert,5,11,335,-30,cpvert_11MeV_neg30tilt_335rot_det5.npy,4.2227,0.0143,25.0087,0.1024,2.8503,0.0115,135.0,2
1087,cpvert,5,11,345,-30,cpvert_11MeV_neg30tilt_345rot_det5.npy,4.2419,0.0144,25.0233,0.1059,2.8708,0.012,126.0,3
1099,cpvert,5,11,355,-30,cpvert_11MeV_neg30tilt_355rot_det5.npy,4.231,0.015,25.0148,0.0956,2.8708,0.0118,154.0,4
1147,cpvert,5,11,5,-30,cpvert_11MeV_neg30tilt_5rot_det5.npy,4.1813,0.0133,25.1425,0.1049,2.8561,0.0109,138.0,5
1027,cpvert,5,11,15,-30,cpvert_11MeV_neg30tilt_15rot_det5.npy,4.1496,0.0133,25.098,0.1059,2.8444,0.0113,125.0,6
1039,cpvert,5,11,25,-30,cpvert_11MeV_neg30tilt_25rot_det5.npy,4.0795,0.0174,25.2798,0.1003,2.8065,0.0141,143.0,7
1111,cpvert,5,11,35,-30,cpvert_11MeV_neg30tilt_35rot_det5.npy,4.0633,0.0139,25.2646,0.1116,2.8084,0.011,125.0,8
1123,cpvert,5,11,45,-30,cpvert_11MeV_neg30tilt_45rot_det5.npy,4.0219,0.0122,25.1939,0.0874,2.7874,0.0098,162.0,9
1135,cpvert,5,11,55,-30,cpvert_11MeV_neg30tilt_55rot_det5.npy,3.9958,0.0128,25.3338,0.1052,2.7756,0.0106,128.0,10
1159,cpvert,5,11,65,-30,cpvert_11MeV_neg30tilt_65rot_det5.npy,3.9589,0.0148,25.3242,0.1025,2.749,0.0123,117.0,11
1171,cpvert,5,11,75,-30,cpvert_11MeV_neg30tilt_75rot_det5.npy,3.9643,0.0151,25.6075,0.1105,2.764,0.013,104.0,12
1183,cpvert,5,11,85,-30,cpvert_11MeV_neg30tilt_85rot_det5.npy,3.9213,0.0118,25.1528,0.1086,2.7216,0.0105,130.0,13
1195,cpvert,5,11,95,-30,cpvert_11MeV_neg30tilt_95rot_det5.npy,3.9731,0.0146,25.4381,0.1029,2.7546,0.0125,137.0,14
967,cpvert,5,11,105,-30,cpvert_11MeV_neg30tilt_105rot_det5.npy,3.9619,0.0096,25.2648,0.0681,2.7375,0.0077,324.0,15
979,cpvert,5,11,115,-30,cpvert_11MeV_neg30tilt_115rot_det5.npy,4.0175,0.0136,25.2009,0.1076,2.7748,0.0111,115.0,16
991,cpvert,5,11,125,-30,cpvert_11MeV_neg30tilt_125rot_det5.npy,4.0059,0.0151,24.9092,0.117,2.7403,0.0127,111.0,17
1003,cpvert,5,11,135,-30,cpvert_11MeV_neg30tilt_135rot_det5.npy,4.1351,0.0162,25.1498,0.1065,2.8326,0.0122,128.0,18
1015,cpvert,5,11,145,-30,cpvert_11MeV_neg30tilt_145rot_det5.npy,4.1542,0.0162,25.1843,0.1214,2.8294,0.013,107.0,19
1052,cpvert,6,11,315,-30,cpvert_11MeV_neg30tilt_315rot_det6.npy,2.8881,0.0125,19.5533,0.0549,1.9316,0.0096,160.0,0
1064,cpvert,6,11,325,-30,cpvert_11MeV_neg30tilt_325rot_det6.npy,2.9408,0.0135,19.5911,0.0579,1.9614,0.0102,162.0,1
1076,cpvert,6,11,335,-30,cpvert_11MeV_neg30tilt_335rot_det6.npy,2.9804,0.0144,19.611,0.0616,1.9819,0.0104,150.0,2
1088,cpvert,6,11,345,-30,cpvert_11MeV_neg30tilt_345rot_det6.npy,3.0153,0.0145,19.6406,0.0617,1.9891,0.0107,141.0,3
1100,cpvert,6,11,355,-30,cpvert_11MeV_neg30tilt_355rot_det6.npy,3.0227,0.0126,19.6059,0.0567,1.9984,0.0094,163.0,4
1148,cpvert,6,11,5,-30,cpvert_11MeV_neg30tilt_5rot_det6.npy,3.0269,0.0127,19.7425,0.0582,2.0057,0.0099,171.0,5
1028,cpvert,6,11,15,-30,cpvert_11MeV_neg30tilt_15rot_det6.npy,3.0059,0.0131,19.7259,0.0643,2.0076,0.0103,139.0,6
1040,cpvert,6,11,25,-30,cpvert_11MeV_neg30tilt_25rot_det6.npy,2.9985,0.0115,19.7345,0.0568,2.0121,0.0086,150.0,7
1112,cpvert,6,11,35,-30,cpvert_11MeV_neg30tilt_35rot_det6.npy,2.9379,0.0118,19.8298,0.0525,1.9791,0.0095,172.0,8
1124,cpvert,6,11,45,-30,cpvert_11MeV_neg30tilt_45rot_det6.npy,2.893,0.0111,19.7859,0.0535,1.9529,0.0086,174.0,9
1136,cpvert,6,11,55,-30,cpvert_11MeV_neg30tilt_55rot_det6.npy,2.8864,0.0125,19.7966,0.0702,1.9535,0.01,135.0,10
1160,cpvert,6,11,65,-30,cpvert_11MeV_neg30tilt_65rot_det6.npy,2.8615,0.0105,19.7798,0.0571,1.9332,0.0085,141.0,11
1172,cpvert,6,11,75,-30,cpvert_11MeV_neg30tilt_75rot_det6.npy,2.8366,0.0114,19.8441,0.0565,1.924,0.0087,152.0,12
1184,cpvert,6,11,85,-30,cpvert_11MeV_neg30tilt_85rot_det6.npy,2.814,0.0132,19.8494,0.0628,1.9038,0.0099,153.0,13
1196,cpvert,6,11,95,-30,cpvert_11MeV_neg30tilt_95rot_det6.npy,2.8082,0.0123,19.8125,0.0614,1.8978,0.0093,140.0,14
968,cpvert,6,11,105,-30,cpvert_11MeV_neg30tilt_105rot_det6.npy,2.8066,0.0077,19.8685,0.0369,1.8973,0.0059,402.0,15
980,cpvert,6,11,115,-30,cpvert_11MeV_neg30tilt_115rot_det6.npy,2.8567,0.0101,19.942,0.0621,1.9294,0.0086,145.0,16
992,cpvert,6,11,125,-30,cpvert_11MeV_neg30tilt_125rot_det6.npy,2.8949,0.0117,19.8721,0.0596,1.9487,0.0088,134.0,17
1004,cpvert,6,11,135,-30,cpvert_11MeV_neg30tilt_135rot_det6.npy,2.9009,0.0127,19.7787,0.0565,1.9409,0.0098,162.0,18
1016,cpvert,6,11,145,-30,cpvert_11MeV_neg30tilt_145rot_det6.npy,2.9098,0.0132,19.7116,0.058,1.9361,0.0098,146.0,19
1053,cpvert,7,11,315,-30,cpvert_11MeV_neg30tilt_315rot_det7.npy,1.7475,0.0113,17.9266,0.0514,1.1286,0.008,144.0,0
1065,cpvert,7,11,325,-30,cpvert_11MeV_neg30tilt_325rot_det7.npy,1.7463,0.0103,17.8309,0.0427,1.1253,0.0073,183.0,1
1077,cpvert,7,11,335,-30,cpvert_11MeV_neg30tilt_335rot_det7.npy,1.8032,0.0108,17.8226,0.0444,1.1592,0.0077,161.0,2
1089,cpvert,7,11,345,-30,cpvert_11MeV_neg30tilt_345rot_det7.npy,1.8068,0.0105,17.8149,0.0434,1.1568,0.0077,150.0,3
1101,cpvert,7,11,355,-30,cpvert_11MeV_neg30tilt_355rot_det7.npy,1.8614,0.0096,17.847,0.0413,1.1825,0.0068,180.0,4
1149,cpvert,7,11,5,-30,cpvert_11MeV_neg30tilt_5rot_det7.npy,1.8901,0.0096,17.9423,0.0493,1.2073,0.0069,128.0,5
1029,cpvert,7,11,15,-30,cpvert_11MeV_neg30tilt_15rot_det7.npy,1.8566,0.0108,17.9197,0.0467,1.1885,0.0076,143.0,6
1041,cpvert,7,11,25,-30,cpvert_11MeV_neg30tilt_25rot_det7.npy,1.831,0.0112,17.8448,0.0455,1.177,0.008,157.0,7
