,crystal,det_no,energy,rotation,tilt,filename,ql_mean,ql_abs_uncert,tof_mean,tof_abs_uncert,qs_mean,qs_abs_uncert,counts,rot_order
194,bvert,12,4,135,15,bvert_4MeV_15tilt_135rot_det12.npy,0.4894,0.0045,26.6772,0.099,0.2866,0.0031,136.0,13
231,bvert,13,4,315,15,bvert_4MeV_15tilt_315rot_det13.npy,0.8665,0.0076,31.4887,0.1264,0.5316,0.0052,133.0,0
243,bvert,13,4,335,15,bvert_4MeV_15tilt_335rot_det13.npy,0.7911,0.0073,31.2511,0.1347,0.4843,0.0052,139.0,1
255,bvert,13,4,345,15,bvert_4MeV_15tilt_345rot_det13.npy,0.7471,0.0064,31.4768,0.1306,0.4546,0.0044,140.0,2
267,bvert,13,4,355,15,bvert_4MeV_15tilt_355rot_det13.npy,0.7559,0.0058,31.3413,0.1285,0.4567,0.0039,122.0,3
315,bvert,13,4,5,15,bvert_4MeV_15tilt_5rot_det13.npy,0.7283,0.0056,31.3413,0.1378,0.4389,0.0039,139.0,4
207,bvert,13,4,15,15,bvert_4MeV_15tilt_15rot_det13.npy,0.7266,0.0064,31.3971,0.1254,0.4387,0.0042,152.0,5
219,bvert,13,4,25,15,bvert_4MeV_15tilt_25rot_det13.npy,0.7285,0.006,31.3443,0.1322,0.4383,0.0041,154.0,6
279,bvert,13,4,35,15,bvert_4MeV_15tilt_35rot_det13.npy,0.7481,0.0065,31.4551,0.1287,0.4524,0.0043,149.0,7
291,bvert,13,4,45,15,bvert_4MeV_15tilt_45rot_det13.npy,0.7951,0.0065,31.1269,0.1159,0.4833,0.0043,155.0,8
303,bvert,13,4,55,15,bvert_4MeV_15tilt_55rot_det13.npy,0.8122,0.0074,31.655,0.1237,0.4919,0.0049,145.0,9
327,bvert,13,4,75,15,bvert_4MeV_15tilt_75rot_det13.npy,0.8694,0.0081,31.3707,0.1325,0.5233,0.0054,120.0,10
339,bvert,13,4,95,15,bvert_4MeV_15tilt_95rot_det13.npy,0.9282,0.008,31.1718,0.1243,0.5543,0.0053,133.0,11
183,bvert,13,4,115,15,bvert_4MeV_15tilt_115rot_det13.npy,0.902,0.0076,31.7532,0.1421,0.5451,0.0049,132.0,12
195,bvert,13,4,135,15,bvert_4MeV_15tilt_135rot_det13.npy,0.839,0.0082,31.6001,0.1503,0.5133,0.0055,114.0,13
232,bvert,14,4,315,15,bvert_4MeV_15tilt_315rot_det14.npy,1.2476,0.0115,41.2524,0.2237,0.7856,0.0081,116.0,0
244,bvert,14,4,335,15,bvert_4MeV_15tilt_335rot_det14.npy,1.1598,0.0115,40.6316,0.2359,0.732,0.0079,101.0,1
256,bvert,14,4,345,15,bvert_4MeV_15tilt_345rot_det14.npy,1.1232,0.0102,40.9489,0.2109,0.7078,0.0073,121.0,2
268,bvert,14,4,355,15,bvert_4MeV_15tilt_355rot_det14.npy,1.0566,0.0121,40.8926,0.2262,0.6646,0.0085,113.0,3
316,bvert,14,4,5,15,bvert_4MeV_15tilt_5rot_det14.npy,1.0648,0.0101,40.9608,0.2149,0.6681,0.0072,115.0,4
208,bvert,14,4,15,15,bvert_4MeV_15tilt_15rot_det14.npy,1.0289,0.0101,40.3573,0.2255,0.6427,0.007,122.0,5
220,bvert,14,4,25,15,bvert_4MeV_15tilt_25rot_det14.npy,1.04,0.0105,40.8884,0.2068,0.6485,0.0069,143.0,6
280,bvert,14,4,35,15,bvert_4MeV_15tilt_35rot_det14.npy,1.0593,0.0094,41.0256,0.2367,0.6615,0.0066,113.0,7
292,bvert,14,4,45,15,bvert_4MeV_15tilt_45rot_det14.npy,1.0826,0.0095,40.4881,0.1893,0.6744,0.0068,140.0,8
304,bvert,14,4,55,15,bvert_4MeV_15tilt_55rot_det14.npy,1.1393,0.0124,40.9519,0.219,0.7123,0.0084,110.0,9
328,bvert,14,4,75,15,bvert_4MeV_15tilt_75rot_det14.npy,1.2377,0.0129,40.5325,0.2368,0.7758,0.0092,106.0,10
340,bvert,14,4,95,15,bvert_4MeV_15tilt_95rot_det14.npy,1.3068,0.0116,40.8696,0.2204,0.8045,0.0081,125.0,11
184,bvert,14,4,115,15,bvert_4MeV_15tilt_115rot_det14.npy,1.3285,0.0096,41.3712,0.2063,0.8227,0.0065,149.0,12
196,bvert,14,4,135,15,bvert_4MeV_15tilt_135rot_det14.npy,1.271,0.0111,41.0514,0.1966,0.7992,0.0078,112.0,13
233,bvert,15,4,315,15,bvert_4MeV_15tilt_315rot_det15.npy,1.6249,0.0172,65.6365,0.595,1.0374,0.0122,64.0,0
245,bvert,15,4,335,15,bvert_4MeV_15tilt_335rot_det15.npy,1.4787,0.0203,65.0028,0.5518,0.9499,0.0142,98.0,1
257,bvert,15,4,345,15,bvert_4MeV_15tilt_345rot_det15.npy,1.4527,0.019,64.9949,0.5838,0.9362,0.0136,101.0,2
269,bvert,15,4,355,15,bvert_4MeV_15tilt_355rot_det15.npy,1.4167,0.0175,66.141,0.6604,0.9077,0.0125,72.0,3
317,bvert,15,4,5,15,bvert_4MeV_15tilt_5rot_det15.npy,1.379,0.0203,64.3083,0.632,0.8821,0.0148,83.0,4
209,bvert,15,4,15,15,bvert_4MeV_15tilt_15rot_det15.npy,1.3554,0.0137,65.6399,0.6152,0.8648,0.0096,92.0,5
221,bvert,15,4,25,15,bvert_4MeV_15tilt_25rot_det15.npy,1.3121,0.0122,64.2633,0.5832,0.8323,0.0088,80.0,6
281,bvert,15,4,35,15,bvert_4MeV_15tilt_35rot_det15.npy,1.2618,0.0193,64.6263,0.6809,0.8075,0.013,88.0,7
293,bvert,15,4,45,15,bvert_4MeV_15tilt_45rot_det15.npy,1.3717,0.0128,64.8193,0.638,0.8765,0.0091,68.0,8
305,bvert,15,4,55,15,bvert_4MeV_15tilt_55rot_det15.npy,1.3557,0.0202,64.2318,0.6389,0.8623,0.0139,80.0,9
329,bvert,15,4,75,15,bvert_4MeV_15tilt_75rot_det15.npy,1.4698,0.0191,64.3207,0.633,0.9373,0.0133,77.0,10
341,bvert,15,4,95,15,bvert_4MeV_15tilt_95rot_det15.npy,1.606,0.0192,64.3255,0.6036,1.0088,0.0131,86.0,11
185,bvert,15,4,115,15,bvert_4MeV_15tilt_115rot_det15.npy,1.6928,0.0183,65.5568,0.6582,1.0614,0.013,73.0,12
197,bvert,15,4,135,15,bvert_4MeV_15tilt_135rot_det15.npy,1.6094,0.0203,65.2724,0.5969,1.0237,0.0139,89.0,13
738,bvert,4,4,315,-15,bvert_4MeV_neg15tilt_315rot_det4.npy,1.6031,0.02,63.5947,0.6533,1.0091,0.0144,82.0,0
750,bvert,4,4,335,-15,bvert_4MeV_neg15tilt_335rot_det4.npy,1.6145,0.0236,64.2935,0.5008,1.0098,0.0159,126.0,1
762,bvert,4,4,345,-15,bvert_4MeV_neg15tilt_345rot_det4.npy,1.6642,0.0175,64.0043,0.5534,1.049,0.0118,88.0,2
774,bvert,4,4,355,-15,bvert_4MeV_neg15tilt_355rot_det4.npy,1.675,0.0149,62.4668,0.6157,1.0673,0.0114,72.0,3
822,bvert,4,4,5,-15,bvert_4MeV_neg15tilt_5rot_det4.npy,1.6077,0.0172,64.546,0.5932,1.0323,0.0121,83.0,4
714,bvert,4,4,15,-15,bvert_4MeV_neg15tilt_15rot_det4.npy,1.5164,0.0184,63.7433,0.5263,0.9787,0.0133,94.0,5
726,bvert,4,4,25,-15,bvert_4MeV_neg15tilt_25rot_det4.npy,1.5027,0.0154,62.7001,0.6303,0.9719,0.011,73.0,6
786,bvert,4,4,35,-15,bvert_4MeV_neg15tilt_35rot_det4.npy,1.4573,0.0146,63.6714,0.651,0.9451,0.0106,80.0,7
798,bvert,4,4,45,-15,bvert_4MeV_neg15tilt_45rot_det4.npy,1.3989,0.0144,62.7271,0.4834,0.8979,0.0104,103.0,8
810,bvert,4,4,55,-15,bvert_4MeV_neg15tilt_55rot_det4.npy,1.3299,0.0154,64.0939,0.6541,0.8514,0.0112,84.0,9
834,bvert,4,4,75,-15,bvert_4MeV_neg15tilt_75rot_det4.npy,1.3109,0.0145,63.8847,0.5745,0.8366,0.0098,100.0,10
846,bvert,4,4,95,-15,bvert_4MeV_neg15tilt_95rot_det4.npy,1.3667,0.0169,63.2009,0.6692,0.8782,0.0116,72.0,11
690,bvert,4,4,115,-15,bvert_4MeV_neg15tilt_115rot_det4.npy,1.4948,0.0147,64.0148,0.5953,0.9586,0.0104,97.0,12
702,bvert,4,4,135,-15,bvert_4MeV_neg15tilt_135rot_det4.npy,1.6397,0.0154,63.2541,0.4979,1.0333,0.0104,103.0,13
739,bvert,5,4,315,-15,bvert_4MeV_neg15tilt_315rot_det5.npy,1.2327,0.0127,39.1711,0.2136,0.7653,0.0088,125.0,0
751,bvert,5,4,335,-15,bvert_4MeV_neg15tilt_335rot_det5.npy,1.3071,0.0109,38.977,0.1827,0.8044,0.0077,145.0,1
763,bvert,5,4,345,-15,bvert_4MeV_neg15tilt_345rot_det5.npy,1.3719,0.0111,38.7631,0.1943,0.8477,0.0078,144.0,2
775,bvert,5,4,355,-15,bvert_4MeV_neg15tilt_355rot_det5.npy,1.3047,0.0116,38.7539,0.2006,0.8093,0.008,149.0,3
823,bvert,5,4,5,-15,bvert_4MeV_neg15tilt_5rot_det5.npy,1.297,0.0116,38.8435,0.2058,0.8128,0.0083,121.0,4
715,bvert,5,4,15,-15,bvert_4MeV_neg15tilt_15rot_det5.npy,1.2502,0.0116,39.0761,0.204,0.7891,0.0082,126.0,5
727,bvert,5,4,25,-15,bvert_4MeV_neg15tilt_25rot_det5.npy,1.1973,0.0126,38.889,0.1972,0.7563,0.0088,132.0,6
787,bvert,5,4,35,-15,bvert_4MeV_neg15tilt_35rot_det5.npy,1.1866,0.009,38.8892,0.2059,0.7524,0.0066,121.0,7
799,bvert,5,4,45,-15,bvert_4MeV_neg15tilt_45rot_det5.npy,1.1462,0.0097,38.6891,0.2219,0.7238,0.0066,124.0,8
811,bvert,5,4,55,-15,bvert_4MeV_neg15tilt_55rot_det5.npy,1.0832,0.0108,38.8916,0.2212,0.6786,0.0076,95.0,9
835,bvert,5,4,75,-15,bvert_4MeV_neg15tilt_75rot_det5.npy,1.0448,0.009,38.6123,0.2208,0.654,0.0066,113.0,10
847,bvert,5,4,95,-15,bvert_4MeV_neg15tilt_95rot_det5.npy,1.0522,0.0109,39.1299,0.2223,0.659,0.0077,132.0,11
691,bvert,5,4,115,-15,bvert_4MeV_neg15tilt_115rot_det5.npy,1.1533,0.0098,38.6547,0.2282,0.7221,0.0069,100.0,12
703,bvert,5,4,135,-15,bvert_4MeV_neg15tilt_135rot_det5.npy,1.2288,0.0096,39.0593,0.2139,0.7694,0.0069,136.0,13
740,bvert,6,4,315,-15,bvert_4MeV_neg15tilt_315rot_det6.npy,0.8245,0.0072,29.1297,0.1461,0.5008,0.0048,139.0,0
752,bvert,6,4,335,-15,bvert_4MeV_neg15tilt_335rot_det6.npy,0.8882,0.0072,29.0717,0.1171,0.5361,0.005,206.0,1
764,bvert,6,4,345,-15,bvert_4MeV_neg15tilt_345rot_det6.npy,0.9276,0.0064,28.9167,0.1389,0.5524,0.0042,144.0,2
776,bvert,6,4,355,-15,bvert_4MeV_neg15tilt_355rot_det6.npy,0.9317,0.0089,29.0897,0.149,0.5566,0.0061,150.0,3
824,bvert,6,4,5,-15,bvert_4MeV_neg15tilt_5rot_det6.npy,0.9371,0.0076,28.9747,0.1347,0.5623,0.0051,151.0,4
716,bvert,6,4,15,-15,bvert_4MeV_neg15tilt_15rot_det6.npy,0.9162,0.0069,28.9376,0.1389,0.5548,0.0045,168.0,5
728,bvert,6,4,25,-15,bvert_4MeV_neg15tilt_25rot_det6.npy,0.8674,0.0079,28.9059,0.1597,0.5277,0.0054,139.0,6
788,bvert,6,4,35,-15,bvert_4MeV_neg15tilt_35rot_det6.npy,0.8554,0.0061,28.9587,0.1454,0.5243,0.0043,148.0,7
800,bvert,6,4,45,-15,bvert_4MeV_neg15tilt_45rot_det6.npy,0.8079,0.0075,29.1244,0.1484,0.494,0.0053,153.0,8
812,bvert,6,4,55,-15,bvert_4MeV_neg15tilt_55rot_det6.npy,0.7941,0.0064,29.1527,0.1295,0.4852,0.0045,159.0,9
836,bvert,6,4,75,-15,bvert_4MeV_neg15tilt_75rot_det6.npy,0.7331,0.0064,29.0721,0.1381,0.4411,0.0044,148.0,10
848,bvert,6,4,95,-15,bvert_4MeV_neg15tilt_95rot_det6.npy,0.7103,0.0057,29.1366,0.1432,0.4265,0.004,162.0,11
692,bvert,6,4,115,-15,bvert_4MeV_neg15tilt_115rot_det6.npy,0.7394,0.0073,29.1544,0.1487,0.4472,0.0048,147.0,12
704,bvert,6,4,135,-15,bvert_4MeV_neg15tilt_135rot_det6.npy,0.8263,0.0063,28.925,0.131,0.4997,0.0044,168.0,13
741,bvert,7,4,315,-15,bvert_4MeV_neg15tilt_315rot_det7.npy,0.4687,0.004,25.418,0.0965,0.2706,0.0026,180.0,0
753,bvert,7,4,335,-15,bvert_4MeV_neg15tilt_335rot_det7.npy,0.502,0.0049,25.5628,0.0945,0.2914,0.0031,209.0,1
765,bvert,7,4,345,-15,bvert_4MeV_neg15tilt_345rot_det7.npy,0.5314,0.0048,25.2952,0.0903,0.3052,0.003,186.0,2
777,bvert,7,4,355,-15,bvert_4MeV_neg15tilt_355rot_det7.npy,0.5474,0.0053,25.3592,0.0923,0.3146,0.0033,161.0,3
825,bvert,7,4,5,-15,bvert_4MeV_neg15tilt_5rot_det7.npy,0.5636,0.0044,25.2766,0.1006,0.324,0.0028,180.0,4
717,bvert,7,4,15,-15,bvert_4MeV_neg15tilt_15rot_det7.npy,0.5458,0.0045,25.3191,0.0991,0.3152,0.003,189.0,5
729,bvert,7,4,25,-15,bvert_4MeV_neg15tilt_25rot_det7.npy,0.524,0.0051,25.526,0.0986,0.3048,0.0032,192.0,6
789,bvert,7,4,35,-15,bvert_4MeV_neg15tilt_35rot_det7.npy,0.5171,0.0043,25.4076,0.1029,0.3013,0.0029,178.0,7
801,bvert,7,4,45,-15,bvert_4MeV_neg15tilt_45rot_det7.npy,0.4985,0.0049,25.5921,0.1052,0.2902,0.0031,174.0,8
813,bvert,7,4,55,-15,bvert_4MeV_neg15tilt_55rot_det7.npy,0.461,0.0051,25.5532,0.1067,0.2692,0.0034,159.0,9
837,bvert,7,4,75,-15,bvert_4MeV_neg15tilt_75rot_det7.npy,0.4475,0.0042,25.5414,0.0995,0.2586,0.0027,172.0,10
849,bvert,7,4,95,-15,bvert_4MeV_neg15tilt_95rot_det7.npy,0.4254,0.0042,25.556,0.0986,0.2434,0.0026,185.0,11
693,bvert,7,4,115,-15,bvert_4MeV_neg15tilt_115rot_det7.npy,0.4253,0.0044,25.4527,0.1022,0.2436,0.0027,180.0,12
705,bvert,7,4,135,-15,bvert_4MeV_neg15tilt_135rot_det7.npy,0.4541,0.0043,25.4995,0.0928,0.2613,0.0028,199.0,13
742,bvert,8,4,315,-15,bvert_4MeV_neg15tilt_315rot_det8.npy,0.2068,0.0027,25.8144,0.0979,0.1119,0.0016,155.0,0
754,bvert,8,4,335,-15,bvert_4MeV_neg15tilt_335rot_det8.npy,0.2288,0.0028,25.7791,0.0848,0.125,0.0016,192.0,1
766,bvert,8,4,345,-15,bvert_4MeV_neg15tilt_345rot_det8.npy,0.2435,0.0029,25.7669,0.0866,0.1324,0.0017,160.0,2
778,bvert,8,4,355,-15,bvert_4MeV_neg15tilt_355rot_det8.npy,0.2508,0.0032,25.6,0.0936,0.1371,0.0019,152.0,3
826,bvert,8,4,5,-15,bvert_4MeV_neg15tilt_5rot_det8.npy,0.2543,0.0034,25.6434,0.0915,0.1386,0.002,146.0,4
718,bvert,8,4,15,-15,bvert_4MeV_neg15tilt_15rot_det8.npy,0.2634,0.0029,25.544,0.0853,0.1443,0.0017,169.0,5
730,bvert,8,4,25,-15,bvert_4MeV_neg15tilt_25rot_det8.npy,0.2558,0.0029,25.6286,0.0919,0.14,0.0017,172.0,6
790,bvert,8,4,35,-15,bvert_4MeV_neg15tilt_35rot_det8.npy,0.2494,0.0031,25.7485,0.0953,0.1364,0.0019,133.0,7
802,bvert,8,4,45,-15,bvert_4MeV_neg15tilt_45rot_det8.npy,0.2472,0.0024,25.6755,0.0828,0.1362,0.0015,168.0,8
814,bvert,8,4,55,-15,bvert_4MeV_neg15tilt_55rot_det8.npy,0.2385,0.0025,25.4868,0.0886,0.1311,0.0015,164.0,9
838,bvert,8,4,75,-15,bvert_4MeV_neg15tilt_75rot_det8.npy,0.2144,0.0021,25.65,0.0876,0.1161,0.0013,175.0,10
850,bvert,8,4,95,-15,bvert_4MeV_neg15tilt_95rot_det8.npy,0.1979,0.0025,25.8213,0.0916,0.1052,0.0015,149.0,11
694,bvert,8,4,115,-15,bvert_4MeV_neg15tilt_115rot_det8.npy,0.197,0.0022,25.5468,0.0766,0.1049,0.0012,170.0,12
706,bvert,8,4,135,-15,bvert_4MeV_neg15tilt_135rot_det8.npy,0.204,0.0026,25.7354,0.081,0.1105,0.0016,178.0,13
743,bvert,9,4,315,-15,bvert_4MeV_neg15tilt_315rot_det9.npy,0.0639,0.0011,23.6704,0.0879,0.031,0.0006,166.0,0
755,bvert,9,4,335,-15,bvert_4MeV_neg15tilt_335rot_det9.npy,0.0673,0.0011,23.762,0.0806,0.0341,0.0006,209.0,1
767,bvert,9,4,345,-15,bvert_4MeV_neg15tilt_345rot_det9.npy,0.0704,0.0014,23.749,0.0892,0.0357,0.0008,158.0,2
779,bvert,9,4,355,-15,bvert_4MeV_neg15tilt_355rot_det9.npy,0.0735,0.0012,23.6977,0.0953,0.038,0.0007,160.0,3
827,bvert,9,4,5,-15,bvert_4MeV_neg15tilt_5rot_det9.npy,0.0787,0.0012,23.8045,0.0888,0.0403,0.0007,170.0,4
719,bvert,9,4,15,-15,bvert_4MeV_neg15tilt_15rot_det9.npy,0.0756,0.0018,23.6892,0.0978,0.0389,0.001,169.0,5
731,bvert,9,4,25,-15,bvert_4MeV_neg15tilt_25rot_det9.npy,0.0804,0.0015,23.6891,0.0922,0.0411,0.0008,161.0,6
791,bvert,9,4,35,-15,bvert_4MeV_neg15tilt_35rot_det9.npy,0.0809,0.0012,23.6226,0.0806,0.0414,0.0007,183.0,7
803,bvert,9,4,45,-15,bvert_4MeV_neg15tilt_45rot_det9.npy,0.0785,0.0013,23.5996,0.0812,0.0406,0.0007,168.0,8
815,bvert,9,4,55,-15,bvert_4MeV_neg15tilt_55rot_det9.npy,0.0728,0.0014,23.7646,0.0864,0.0371,0.0008,168.0,9
839,bvert,9,4,75,-15,bvert_4MeV_neg15tilt_75rot_det9.npy,0.071,0.0012,23.603,0.0782,0.0358,0.0006,184.0,10
851,bvert,9,4,95,-15,bvert_4MeV_neg15tilt_95rot_det9.npy,0.0644,0.001,23.8241,0.0856,0.0319,0.0006,199.0,11
695,bvert,9,4,115,-15,bvert_4MeV_neg15tilt_115rot_det9.npy,0.0596,0.001,23.8897,0.1008,0.0287,0.0005,166.0,12
707,bvert,9,4,135,-15,bvert_4MeV_neg15tilt_135rot_det9.npy,0.0586,0.0012,23.9859,0.0944,0.0283,0.0006,169.0,13
732,bvert,10,4,315,-15,bvert_4MeV_neg15tilt_315rot_det10.npy,0.0645,0.0013,22.3443,0.0847,0.032,0.0007,140.0,0
744,bvert,10,4,335,-15,bvert_4MeV_neg15tilt_335rot_det10.npy,0.0629,0.0009,22.2139,0.0738,0.0303,0.0005,206.0,1
756,bvert,10,4,345,-15,bvert_4MeV_neg15tilt_345rot_det10.npy,0.0625,0.0013,22.3112,0.0803,0.0306,0.0007,166.0,2
768,bvert,10,4,355,-15,bvert_4MeV_neg15tilt_355rot_det10.npy,0.0649,0.0009,22.2812,0.0879,0.0318,0.0005,160.0,3
816,bvert,10,4,5,-15,bvert_4MeV_neg15tilt_5rot_det10.npy,0.0678,0.0012,22.2461,0.0892,0.0337,0.0007,167.0,4
708,bvert,10,4,15,-15,bvert_4MeV_neg15tilt_15rot_det10.npy,0.0645,0.0011,22.1763,0.1051,0.0317,0.0006,146.0,5
720,bvert,10,4,25,-15,bvert_4MeV_neg15tilt_25rot_det10.npy,0.0682,0.0012,22.1204,0.087,0.0343,0.0006,153.0,6
780,bvert,10,4,35,-15,bvert_4MeV_neg15tilt_35rot_det10.npy,0.0727,0.0013,22.1966,0.0846,0.0372,0.0007,161.0,7
792,bvert,10,4,45,-15,bvert_4MeV_neg15tilt_45rot_det10.npy,0.0779,0.0013,21.9719,0.0908,0.04,0.0007,151.0,8
804,bvert,10,4,55,-15,bvert_4MeV_neg15tilt_55rot_det10.npy,0.0816,0.0013,21.9649,0.0877,0.042,0.0007,161.0,9
828,bvert,10,4,75,-15,bvert_4MeV_neg15tilt_75rot_det10.npy,0.081,0.0014,22.1232,0.0866,0.0413,0.0008,147.0,10
840,bvert,10,4,95,-15,bvert_4MeV_neg15tilt_95rot_det10.npy,0.0779,0.0011,21.9618,0.0842,0.04,0.0006,177.0,11
684,bvert,10,4,115,-15,bvert_4MeV_neg15tilt_115rot_det10.npy,0.07,0.0013,22.1999,0.0855,0.0347,0.0007,170.0,12
696,bvert,10,4,135,-15,bvert_4MeV_neg15tilt_135rot_det10.npy,0.065,0.0012,22.2082,0.0893,0.0322,0.0006,157.0,13
733,bvert,11,4,315,-15,bvert_4MeV_neg15tilt_315rot_det11.npy,0.2184,0.0028,26.4231,0.0945,0.1189,0.0016,164.0,0
745,bvert,11,4,335,-15,bvert_4MeV_neg15tilt_335rot_det11.npy,0.198,0.0025,26.5176,0.0752,0.1065,0.0015,208.0,1
757,bvert,11,4,345,-15,bvert_4MeV_neg15tilt_345rot_det11.npy,0.196,0.0021,26.5762,0.0759,0.1041,0.0013,182.0,2
769,bvert,11,4,355,-15,bvert_4MeV_neg15tilt_355rot_det11.npy,0.1967,0.0022,26.6129,0.0857,0.1052,0.0013,169.0,3
817,bvert,11,4,5,-15,bvert_4MeV_neg15tilt_5rot_det11.npy,0.1985,0.0022,26.6269,0.0806,0.1059,0.0014,163.0,4
709,bvert,11,4,15,-15,bvert_4MeV_neg15tilt_15rot_det11.npy,0.2069,0.0024,26.5366,0.0836,0.1115,0.0014,157.0,5
721,bvert,11,4,25,-15,bvert_4MeV_neg15tilt_25rot_det11.npy,0.2154,0.0026,26.5404,0.0923,0.1174,0.0016,154.0,6
781,bvert,11,4,35,-15,bvert_4MeV_neg15tilt_35rot_det11.npy,0.2234,0.0027,26.3911,0.0902,0.1226,0.0016,166.0,7
793,bvert,11,4,45,-15,bvert_4MeV_neg15tilt_45rot_det11.npy,0.2367,0.0027,26.5539,0.0805,0.129,0.0016,167.0,8
805,bvert,11,4,55,-15,bvert_4MeV_neg15tilt_55rot_det11.npy,0.2474,0.0028,26.4822,0.0858,0.1359,0.0017,165.0,9
829,bvert,11,4,75,-15,bvert_4MeV_neg15tilt_75rot_det11.npy,0.2574,0.0033,26.4343,0.0887,0.1405,0.0021,152.0,10
841,bvert,11,4,95,-15,bvert_4MeV_neg15tilt_95rot_det11.npy,0.2505,0.0025,26.5131,0.086,0.1372,0.0015,176.0,11
685,bvert,11,4,115,-15,bvert_4MeV_neg15tilt_115rot_det11.npy,0.2414,0.0026,26.6536,0.0773,0.1324,0.0015,167.0,12
697,bvert,11,4,135,-15,bvert_4MeV_neg15tilt_135rot_det11.npy,0.2184,0.0028,26.612,0.0893,0.1182,0.0017,164.0,13
734,bvert,12,4,315,-15,bvert_4MeV_neg15tilt_315rot_det12.npy,0.486,0.0047,26.422,0.0938,0.2847,0.0031,160.0,0
746,bvert,12,4,335,-15,bvert_4MeV_neg15tilt_335rot_det12.npy,0.4514,0.0037,26.5823,0.08,0.2608,0.0025,221.0,1
758,bvert,12,4,345,-15,bvert_4MeV_neg15tilt_345rot_det12.npy,0.4394,0.004,26.5127,0.0828,0.2528,0.0026,174.0,2
770,bvert,12,4,355,-15,bvert_4MeV_neg15tilt_355rot_det12.npy,0.428,0.0045,26.7376,0.0957,0.2451,0.0029,160.0,3
818,bvert,12,4,5,-15,bvert_4MeV_neg15tilt_5rot_det12.npy,0.4329,0.0039,26.6793,0.0936,0.2479,0.0025,152.0,4
710,bvert,12,4,15,-15,bvert_4MeV_neg15tilt_15rot_det12.npy,0.4339,0.0037,26.2791,0.09,0.2485,0.0023,162.0,5
722,bvert,12,4,25,-15,bvert_4MeV_neg15tilt_25rot_det12.npy,0.446,0.0044,26.4795,0.0983,0.2585,0.0029,151.0,6
782,bvert,12,4,35,-15,bvert_4MeV_neg15tilt_35rot_det12.npy,0.4721,0.0044,26.3902,0.089,0.274,0.0028,177.0,7
794,bvert,12,4,45,-15,bvert_4MeV_neg15tilt_45rot_det12.npy,0.4893,0.0041,26.4608,0.0855,0.2849,0.0028,174.0,8
806,bvert,12,4,55,-15,bvert_4MeV_neg15tilt_55rot_det12.npy,0.5114,0.0043,26.3839,0.0906,0.2975,0.0028,182.0,9
830,bvert,12,4,75,-15,bvert_4MeV_neg15tilt_75rot_det12.npy,0.5468,0.0053,26.4651,0.1024,0.3163,0.0033,141.0,10
842,bvert,12,4,95,-15,bvert_4MeV_neg15tilt_95rot_det12.npy,0.563,0.0051,26.4517,0.0917,0.3242,0.0031,156.0,11
686,bvert,12,4,115,-15,bvert_4MeV_neg15tilt_115rot_det12.npy,0.5229,0.0053,26.4971,0.0873,0.3049,0.0034,168.0,12
698,bvert,12,4,135,-15,bvert_4MeV_neg15tilt_135rot_det12.npy,0.4844,0.0047,26.4946,0.0955,0.2824,0.003,148.0,13
735,bvert,13,4,315,-15,bvert_4MeV_neg15tilt_315rot_det13.npy,0.8374,0.0069,31.5537,0.1171,0.5091,0.0047,132.0,0
747,bvert,13,4,335,-15,bvert_4MeV_neg15tilt_335rot_det13.npy,0.7799,0.0059,31.5472,0.1068,0.4757,0.0038,214.0,1
759,bvert,13,4,345,-15,bvert_4MeV_neg15tilt_345rot_det13.npy,0.7603,0.0061,31.376,0.1074,0.4608,0.0042,181.0,2
771,bvert,13,4,355,-15,bvert_4MeV_neg15tilt_355rot_det13.npy,0.7388,0.0055,31.4573,0.1164,0.4462,0.0038,165.0,3
819,bvert,13,4,5,-15,bvert_4MeV_neg15tilt_5rot_det13.npy,0.7447,0.005,31.5484,0.1384,0.45,0.0035,130.0,4
711,bvert,13,4,15,-15,bvert_4MeV_neg15tilt_15rot_det13.npy,0.7135,0.0058,31.6969,0.1099,0.4322,0.0039,190.0,5
723,bvert,13,4,25,-15,bvert_4MeV_neg15tilt_25rot_det13.npy,0.7281,0.0058,31.6165,0.1081,0.4397,0.004,181.0,6
783,bvert,13,4,35,-15,bvert_4MeV_neg15tilt_35rot_det13.npy,0.7567,0.0062,31.3297,0.1204,0.4581,0.0042,162.0,7
795,bvert,13,4,45,-15,bvert_4MeV_neg15tilt_45rot_det13.npy,0.7976,0.0065,31.2958,0.1245,0.485,0.0045,157.0,8
807,bvert,13,4,55,-15,bvert_4MeV_neg15tilt_55rot_det13.npy,0.8238,0.0061,31.5687,0.1166,0.5006,0.0042,168.0,9
831,bvert,13,4,75,-15,bvert_4MeV_neg15tilt_75rot_det13.npy,0.8931,0.0075,31.4134,0.117,0.5353,0.005,166.0,10
843,bvert,13,4,95,-15,bvert_4MeV_neg15tilt_95rot_det13.npy,0.9519,0.0069,31.5905,0.1321,0.5701,0.0046,156.0,11
687,bvert,13,4,115,-15,bvert_4MeV_neg15tilt_115rot_det13.npy,0.9181,0.0074,31.3961,0.1176,0.5569,0.005,162.0,12
699,bvert,13,4,135,-15,bvert_4MeV_neg15tilt_135rot_det13.npy,0.8462,0.0067,31.5208,0.1029,0.5177,0.0045,158.0,13
